Review,sentiment
i purchased this dishwasher after so much reviews flipkart delivered in time and demo completed by voltas care really super i fully satisfied with this purchase working well thank you filpkart and voltas,positive
after lot of confusion and research we decided to buy voltas over ifb we are glad that our decision was correctwe put all type of utensils and after washeverything came out super shiny and dryi believe to get better result one must use good brand detergent combo and avoid shorter wash programs since they are not suitable for oily and dirty dishes,positive
i live in west delhi with water tds being 200 first i ordered the fancy one with 8 places but it was not enoughwe are there people and cook 2 meals a day ordered this one and i am quite happy with this delivery on time and installation guy explained all the important things i use fortune kit which costs me 350 rs for rinse aiddetergent and salt i have tried the tablets that costs the same with quanity of 30 although i see no differnce in both still the manual recommends detergentsal,positive
after using 40 days writing this review this is very fine machine but careful during installation read the users manual carefully dont expect anything from service engineer position of outlet pipe is very important ur dish washing quality depends on it outlet pipe must go upward as shown in installation photo in users manualif machine kept in higher place and outlet pipe goes downward to drainage machine performance become very poorbe careful,positive
value for money a good product by voltas,positive
after 5 months performance wise it is good giving 3 stars because when i received it one leg was broken and door was not shutting properly i guess it got damaged during shipping otherwise its working nicely,positive
good qualitycapacity is big enough for 46 member family,positive
first day after installation utensils are getting washed spick and shinning but installation and demo was substandard 1kg salt finished after 2 washes no salt led is glowing giving two stars for this review will be updated after 1 month of use,positive
call me immediately the machine is not working,negative
monster cleaner easy to handle and doesnt make any noise use only finish products if you want your dishwasher to be safe dont fall for crossselling tricks by the installation guys that will hand you cheap vim kit with 5k additional amc,positive
there is no installation and demo properlythey didnt check water hardness and demo person took with them water hardness checking strip unacceptable performances return and delivery 22nd after cleaning it leaves white patches because of soapy water dry in dishwasher and not cleans utensils properly and it leaves white spots making it even more dirty so its no ready to use and need to be washed manually worst product poor performance waste of money,negative
good product at this price washing is ok,positive
voltas beko is working only 7 days after 7 days not working it is not recommended for anyone,negative
definitely vote for this product load for cleaning vessels is cut off im happy with the purchase hard stains will not be removed until hand scrubbed i guess this is common with every dishwasher ive been using this past 5 months i use fortune detergent which is much economical than finish products only fault i find is when there is power cut during the wash time it starts the cycle but during dry time it doesnt start from drying time and finish the cycle that time it doesnt dry the,positive
wonderful gadget,positive
defective piece,negative
water not draining fully have to clean inside manually with dry cloth,positive
rather substandard dishwasher made in turkeythe detergent compartment lid is not easy to close there is no easy way to increase or decrease rinseaid release in this model,negative
this is excellent product and its cleaning and drying the dishes very well i do not understand why other dishwashers with 14place settings are priced so high this has all features required at very low cost with latest technology that too this is latest model i am very happy with the purchase,positive
dont buy such a worst product waste of money and waste of time ofter i used this product i am writing this review and voltas customer care also worst so ladies please dont buy worst worst worst worst worst worst worst worst product,positive
to be honest a dishwasher is useless for indian household the only thing it can do is wash off some mild gravy residual from the plates thats all rest its worthless,negative
literally i humbly request please go for some other product i have bought on 19 nov and delivered on 24 nov today is dec 11 machine stopped working yet to get the fix from technician,positive
detergent carry over is happening after wash moreover slight oil layer even not removed effectively after wash,negative
the service is pretty bad the dishwasher started giving issue and the motor is not working anymore so raised a ticket no has come to visit its more than a week i dont recommend buying this product,negative
i purchased machine from flip kart but got refurbished machine not working voltas is also not listening my 28 thousand goes waste,negative
product quality is very good suitable for soft water if they have inbuilt filter it will be uselful for salty water most of them hesitate ti buy because if water quality,positive
first received damaged product when reached to flipkart they did replaced and helpful got new one and working great thanks flipkart,positive
doesnt do the job filled whole bucket of salt still shows no salt in it spent money gained tension,positive
not cleaning properly pre cleaning is required before putting in dishwasher for cleaning totally unsatisfied with the product,negative
not cleaning pots properly,negative
for time being it is functioning well,positive
product is very good only thing which is required is that one should use is with care and patience worth purchasing,positive
this machine is really a time and efforts saver running it would involve some additional costs for dishwasher salt and detergentsthough it does not remove milk and tea stains completely and leaves some residues it is easier to clean it manually this is a decent priced product with 14place setting since it does not have a digital display it is quite cheaper,positive
no demonstration provided by flipkart very disappointing product is good next time i will think twice to purchase any product from flipkart,negative
be alert dont buy this product its very worst and bad productdont waste your moneybe careful shame on tata,negative
a good product by a good brand the installation guy was skillful the machine is working good its cleaning the utensils completely drying and shining utensils as expected over all a value for money only one thing to remember you need to ensure continuous water supply,positive
very very nice ,positive
excellent product much economical compared to brands such as bosch ifb etcfast delivery technician turned out within 48 hours for installation working fine the heavily soiled utensils get well cleaned beyond my expectations,positive
im happy good product thank you flipkart,positive
third class washing machine from tata ratan tata is minting money it worked hardly for a week before the rinsing problem started third grade product from tata better you get kamwali bai atleast she can feed for her home by taking job of this third class dishwasher,negative
best product,positive
installation person call and mentioned that installation is chargable we did show him in the app that it is free of cost he then mentioned that some other person will do the installation closed installation as completed without completing it,positive
good,positive
very much satisfied with the cleaning process of dishwasher service engineer demo is very nice and polite operating of dishwasher is very simple and water consumption is also very lessthanks voltas and filpkart,positive
excellent,positive
dish washer is highly recommended best quality for this price range,positive
its very good producti satisfy,positive
its not working waste of money dont buy,negative
very nice,positive
working fine,positive
good priduct,positive
do not use dish wash powers use balls using from 6months handy tool now in our routine,negative
bought last year on december and didnt last long the motor got broken,negative
instalation and demo is good working condition is very well,positive
very nice product,positive
its a very good product from voltas performance is very good price is the lowest in the market,positive
very helpful for indian kitchen company services is also good,positive
vessels perfect cleaning made easy,positive
got at very competitive price smooth delivery excellent performance,positive
simple to use,positive
very good after using 7 days it is ideal for indian utensils,positive
good,positive
very good it is suitable for 4 members family keep at wetimmersed in water for atleast an hours for all vessel before put into washing,positive
satisfactory product,positive
device internally making tak tak tak noises on starting it delivered without proper quality check unexpected way of product from voltasextremely disappointed,negative
it is one of the best purchases i have ever made from flipkart it is a great product it is the most inexpensive product that works as advertised i hope they dont increase the price and make it difficult for people to buy,positive
sturdy and best suited for indian cookware i purchased this keeping in view of the present covid situation we find it very usefullone star less as there is no digital indicator otherwise it is good enough to serve the purpose,positive
required stabilizer for me to make it work working fine since then will update after few months of usage,positive
working excellent,positive
working fine value for money,positive
very nice product it made me independent thank you voltas and thank you flipkart for this nice product,positive
it is working satisfactory,positive
good one,positive
good,positive
good,positive
nice product,positive
nice dishwasher,positive
very disappointing techniccian gives false promise every day ,negative
amazing productgood qualityvalue for money,positive
very fast delivery by flipkart ,positive
nice product value for money,positive
nice,positive
nice working better if it have display for time,positive
its a great product very useful and consume less energy,positive
very good dishwasher 14 places good working without any complaintsi am using using it two times per dayutensils gets cleaned,positive
it is very good product it is so helpful,positive
delivered before time hope installation will be also before time,positive
worth for this price,positive
working fine worthy investment,positive
best quality noise lessfound good results,positive
super product made my life simpler,positive
meet expectations,positive
awesome ,positive
the demo assistant of thiruvarur is not atall wellversed with the product please make them know the productfirst,positive
great purchase,positive
great,positive
its working good but tea vessels or the ones which get burnt are not getting cleanedone has to scrub them to get the stain off,positive
nice product happy with the quick service provided by voltas thanks to flipkart for on time delivery,positive
demonstration with working with active actual untensial not provided many doubts are pending unanswered for perfect operating purpose kindly arrange red light indicating for salt continuously even adding salts and also at rinse aidunrepairable please get replaced not working under warranty but could be repaired,positive
installation performers are very irresponsible their improper installation charges lots of water waste per cycle in our home other than that its a very good product,negative
thanks to voltas company,positive
free installation does not includes plumbing work and engineer are not capable to handle even small plumbing works although when i purchased ac from same company same vendor free installation was done with all work of electrician and we need not to call any outside electrician,positive
five star rating for installation,positive
very smooth delivery 2 days prior to schedule nice demo machine is also working awesome,positive
good,positive
i am delighted with this purchase it is a great and essential product for the indian kitchen i bought it for my mother go for it without thinking twice highly recommended as per my experience,positive
dishwasher has gained popularity in india specially after the lockdown it is a relatively new thing for india and one doesnt get many genuine reviews about the products on offeri purchased this dishwasher after a lot of research in november 2020 and it was installed post diwali i preferred to go with a known brand like voltas as i have had a good experience with it till datemy comments it is not the best ever dishwasher on offer but does its work effectively the size of this di,positive
this is very good product and thanks to flipkart this dishwasher provide me in very good price than compair market price and also thanks to voltas company very fast service provide me and good support,positive
best buy very helpful for my mother in this pandemic time does its job perfectly just we need to soak the utensils in a tub before using itand its worth for every penny you spend posting this review after using it for a month,positive
the dishwasher is very useful and a very nice product very satisfied with this new model of voltas and makes the work much easier,positive
not bad its ok,positive
value for money does superb jobgreat buy,positive
nice product and also service from flipkart is very reliable,positive
satisfied in the end it takes your mental load of washing utensils,positive
best dishwasher by voltas beko you can not get better than this its my challenge washes like anything you will surely addicted to it thanks to the flipkart for the delivery after sales assistance best offer on this product,positive
very bad product no any service flipkart,negative
soup water remains on utensils not cleaning at allvoltas should modify the model not accepted by voltas such product,negative
very well installation service provided by voltas installation team was perfect in their work and completed installation very nicelyresult of dish washer is also amazing for steel utancil too glassware looks like they are brand new after washing in dishwasher,positive
nice product value for money,positive
good,positive
nice product,positive
good performance i updated my previous comments,positive
product works very well and does the job perfectly fortune detergent rinse salt is better than detergent from ifb highly soiled vessels of milk etc cleans well with fortune detergent plus use the mods called super 50 c for very high intense cleaning use auto intensive mode i compared dishwasher of bosch siemens and ifb bosch and siemens lack water softener units and most of them does not have stainless steel interior which brought me to select this model you can adjust the tra,positive
product arrived on friday 23th mar and installation was done by ifb on 29th mar also i ordered 1 rinse aid 1 kg detergent 1 salt packet which is enough for the machine to function but the person who came for installation forced to take one more salt which we had to purchase from himflipkart delivered within tat and the product was delivered without a scratch5 star ifb installed and provided demo beyond tat and with intensive cross selling but gave good service 4starthe dishwa,positive
absolute value for moneywell i bought this product after going through all the reviews where people have put 1 rating due to bad service or late installation process which is partially true but i decide to give it a go and bought it on first delivery i got a damage piece for that i placed a return request and they pick it up after a 8 days and after a wait for another 7 days i get my replaced dishwasher its a genuine time saver and absolute value for money and very easy to operate once ,positive
writing this after about six weeks of continuous use minimum 2 loads per day on occasions more this is excellent product super efficient and quiet operation utensils are cleaned thoroughly and hygienically and come out sparkling something you can never achieve with hand washing even heavy ones like kadhai used for indian cooking are not a problem it removed my lot of misconceptions about utility of dishwashers in indian contextuses just over half a large bucket of water per load so,positive
purchased in april 2021 before that visited nearby ifb points several times but this item was out of stock all the time luckily got in flipkart and also with around 3000 discount on mrp thanks to flipkart and my bank card used it rarely in first two months but from june using it almost every day once performance is ok cant say great vessels need bit of pre scrubbing if one wants good results used ifb dishwasher powder and also tablets so far recently bought finish tablets not used ye,positive
booked on 31st dec and delivered on 1st jan super speed delivery waiting for installation engineer had visited on 2nd jan and the plug point was little far away from the choosen place to keep the dishwasher suggested to get extention cable of 16 amps plugand said will visit us once we are ready with it he also pointed out to use the water softener device liquid which will cost us 3700 extra to avoid descaling lime accumulated on dishwasher we are in doubt on this as no whe,positive
mind blowing deal thank you flipkart and ifb for the product and service really its a best deal its an high end model in india with all required features enabled all dishes are damn clean with no stains if we follow the protocolproduct is delivered before the promised date and on the same service man is in touch and gave demo and installation so nice person he also did additional service by changing my tap aa per requirementno noise its lesser decisbles than my washing machine,positive
i have been using ifb neptune vx dishwasher since 1 and half year its fantastic performance it will not only give me sparkling utensils but also dry crockery out of the machine fully utilized during home partys perfectly suited for indian homes indian cookingi am very happy that i bought one,positive
just bought the product 7days washing quality is good the program options are good for indian familyits very spacious and it accomodate all the utensils for a family 34 people its good i hope it remains like that have resume functionality after powercut will update after using 6 months,positive
excellent product easy to use with the 8 standard programs the minimum wash cycle is 40 minutes with tablet longest wash cycle of 3 hours clean vessels after wash odourless vessels,positive
kindly do not buythe washing is patheticdoesnt wash all the utensils properly and the ifb service is even more patheticvery very bad product experiencewaste of money,negative
i am using neptune vx dishwasher for last 4 months its very user friendly machine gives scratch less shining to all our utensils after usageit also gives hygiene wash with complete removal of bacteria if anymy wife can easily operate the same after taking couple of demossuggested for all to go this machine,positive
reviewing after using it for 2 months it is very good good product ,positive
result dont expect too much review after around 15 months pros it will help in washing and sanitizing utensils like plates bowls mugs cups glasses and cutlery cons but definitely not for intense cleaning you will be disappointed service it is good for far,positive
now i am free from maid and my wife is satisfied with this dishwasher,positive
its just a month pass and stop working i have to complain at ifb,negative
other than quick mode rest modes it washes excellent,positive
have been using it for a couple of days excellent delivery installation experience great product experience so far1 prepare plumbing inletoutlet etc prior to installation2 flipkart should provide more details about the nature of taps or a check list prior to installation if possible3 expect to spend atleast rs 5000 more for misc installation expenses and detergentsaltsrinsing aid solutions,positive
flipkart delivered before schedule installation little bit late but its oki have tried personally utensils washed very neet and clean,positive
not upto the markcleaning quality not satisfactoryleaving some stains,negative
product is working fine still i see less space for utensils you get disinfected utensils with steam washoff course there are limitations like for big uten my wife is working she finds it her dream come true very happynot with only ifb but as a machine as a whole lastly value for money when your wife is happy i rely on ifb as also having ifb washing machine,positive
its waste of moneyutensil are not cleaningall detergent remain in disheswhite marks also appears,negative
its very useful for stainless steel utensils glass dishes only drawback what i felt is arranging the dirty utensils in dishwasher that is time consuming for maximum utensils to be fitted also due to indian oily cooking style kadhai cooker get dirty in the base side too which is not cleaned as utensils are to be kept facing the sprinklers machine cycle takes long time too still happy with the purchase and utensils are cleaned perfectly without wasting lots of water soap when washed by hand,positive
display not work properly machine hanging problem,negative
excellent product and service from ifb excellent service from flipcart too,positive
the machine does the job really well broke a lot of myths too like need to rinse the dishes completely for perfect wash dont have to also it solves the problem of storing those dishes without getting all dusty toocleans the most fragile crockery wine glasses etc perfectly i would highly recommend it,positive
not very good build quality there is no signals on the panel after it finishes washing the plastic quality inside the washer is also not good its just ok,negative
nice product and its operation is very quiet,positive
the quality of product is wonderful lot of water saved efficiency and scratch free wash excellent job team ifb,positive
gud,positive
delivery in 1 day superb flipkart installation in 1 day done very professionally without any hassles 3 weeks now since the usage and no complaints the dishwasher is working just as expected hope ifb service in long run is good as read many negative reviews so fingers crossed,positive
it does not clean the steel utensils properly ,negative
excellent served the puepose,positive
does exactly what its supposed to do cleans oily and dirty utensils fit for indian households,negative
dont buy totally wasteuseless engineer who made thischeating flipcart,negative
very helpful,positive
it cannot clean tough stains,negative
quality is bad within 4 months after purchase dirty water started leaking out from the lower right side of the front opening door the water leaks while the machine is in operation the machine also became more noisy as days passed since purchase food stains remain in the utensils in the upper tray which have to rewashed after taking them out from the machine,negative
good,positive
received as expectedinstallation done before the scheduledexcellent product,positive
good for leftover food dishesbut not so good for heavy coocked dishes,positive
worst machine not working well,negative
super fast delivery from flipkart and waiting for the installation,positive
within 2 months of purchase the water ia leaking from bottom dont buy it,negative
plastic smell is observed after washstains still remain afterwash not satisfied with the product,negative
perfect,positive
nice product,positive
excellent,positive
excellent product cleans very well,positive
bad,negative
sturdy cleans dishes well the best thing is it resumes operation from where it left after power cut,positive
excellent working condition,positive
nice product,positive
using the dishwasher for a month now its worth the technology and price,positive
working fine,positive
brought it for my mom she loved it totally worth it,positive
excellent,positive
its works nice and good but sometimes it wouldnt cleaned well as our expectations anyway it is ok,positive
good product excellent support by flipkart social media team,positive
excellent product,positive
wonderful machine but consumables are very very expensive,positive
good satisfied,positive
it was delivered on time and for the last 4 months its working fine,positive
best product and maintenance is lower than maid,positive
good worth,positive
extraordinary product from ifb wash my dishes very clean and smoothly,positive
working as expected cleaning is very effective and shiny,positive
nice product,positive
useful product from ifb,positive
fabulous ,positive
very unhappy with the washing quality have tried multiple modes and multiple washing agents regretting the buy should have gone for bosch,negative
very nice machine almost no sound during operationwash quality is very good i am satisfied,positive
worth n awesome product,positive
good product service and installtion was also good,positive
good,positive
never our utensils this clean its very easy to operate,positive
oswam,positive
great product have been using for more than 6 months now and no issues at all,positive
got the delivery in less than 12 hours flipkart got installation scheduled within a day and i was able to use the dishwasher within 2 days very good experience used dishwasher a couple of times and no issues,positive
good performance,positive
after one week of using the productperformance is goodhowever ifb installation agent didnt explain all functions knowing hardness settings is a must,positive
excellent works,positive
the person came for demo was not professional in behaviour and more interested for selling different products instead of showing the operation he sold extra pipe stand and many other things the extra pipe was not actually required as we had the water connection point required for the pipe supplied with the machine then after purchasing all the things the person didnt demo also and told me to read the user manual for the operation throughout the persons behaviour was very bad the mach,negative
excellent service by flipkart,positive
waste product totally wastage of money,negative
it is awesome doing its job decently my mom is in love with ittotally satisfied with the product,positive
good product paise wasul,positive
good product,positive
nice,positive
working well but every wash is little expensive bought at a competitive price during puja sale,positive
i have been using it for 3 12 months the dishwasher is working well there has been no malfunctions the quality of the wash is good,positive
as i am first time user suggest to purchase,positive
good performance need a little bit adjustment for vessels placement and positive attitude to get success satisfied,positive
pros1germ free cleaning2now equality can be achieved because this machine is does not discriminate gender3happy hands happy mind good bye to lazy maidconsif you maintain properly it will perform properly,positive
nice product,positive
nice product and nice services from flipkart,positive
go for it its an excellent product,positive
we are happy to have received the product well within the time,positive
good,positive
awesome deliver service,positive
wonderful machine well suited for indian kitchen user friendly,positive
good product from ifb,positive
the seller delivered a returned product which was not new however flipkart arranged for a refund the product was bought from a local store and works fine,positive
delivery properly,positive
superb product wash utensils very well good delivery by flipkart and demo by ifb overall good experience,positive
good productbut can improved for indian utensiles ,positive
awesome product,positive
language issues not very forthcoming was bot able to explain much,negative
good,positive
initially worked well but after 5 washes started giving problems all the lights are blinking not happy with performance at allthe machine gets rusted super fastplus do take an amc plan there are frequent malfunctions seen in internal boards and control unit,positive
takes time to be acquainted with such washer since using for 1st time quite happy with the performance,positive
nice product worth to the money we give and flipkart delivery was good,positive
received fast shipping technician on time,positive
good product,positive
using since last 4 month it is very good and i can wash all indian utensil found it very friendly,positive
not working as expected for indian dishes,negative
awesome,positive
great model,positive
good,positive
this model has tablet option tooas all other reviewers said its an art to load utensils and after 10 washes we can learn how to load and use dishwasher effectivelycurrent consumption wise i dont find much differenence in my eb billsometimes i will open the door once it completes the rinse phase in order to avoid dryheat phase,positive
utensils will get cleaned neatly with sparkling shine you cant use material made of aluminum copper woodvalue for money,positive
this ifb dishwasher works great my family is very happy after using this operating cost is also not much,positive
its good productmust go for it for better life,positive
the item proved its exellencei suggest all flipkart customers to buy ifb neptune vx dishwasher today there is a crisis of maids so this dishwasher is must for all homes,positive
washing is good except for some hard strains,positive
product is fantastic but there were trouble in delivery of product was delayed during big billion days,positive
this product is very nice and very easy to operate its result is very fine and hygienic,positive
product is good but installation very late,positive
fantastic product and worth buying and it is very useful in metro city where servant maid is very costlyuseful product and satisfied,positive
best in class after searching for various product in different brands also new brand on flipkart i decided spending once in life time why to waste money on others saw many posivitive reviews for other brands as well but there comparable negative reviews too hence decided to lg as best option after using it i can say a perfect buy just most similar to my lg front load 9kg machine most of the settings are simpler to understand would recommend to all,positive
the best ever dishwasher the extra dry feature works like a charm turbo mode is only 1 hour wash dont go with other brandslg is awesome,positive
i didnt have much expectations from lg dishwasher and i just thought that half of the work load will get reduced for us but to our surprise it is very useful and best in cleaning almost all types of utensils,positive
bought a year back and used it extensively during lock down period all dishwasher have certain limitations when it comes to indian utensils but if used correctly all type of utensils can be cleaned in dishwasher except wood iron or some type of plastic s as compared to other dishwashers lg offers much more wash options including steam which makes it best from the other dishwasher available in the market do extensive research before buying any dishwasher especially if total utensils to be ,positive
lovely dishwashersuitable for family of 4 with dual rotor and quad 4 wing rotor that assures better cleaning compared to other brandsthe washer is sturdy and has minimal noise and almost no vibrations even in turbo or intensive washthe trays are well suited for indian utensilswonderful product,positive
product is good it cleans well compare to the dishwasher which i used before please check your water pressure before you make a purchase,positive
no auto restart after a power cut the cycle will continue again if there is a power cut at the end of the cycle,negative
the best model in the market right now takes 25hrs for cleaning just like washing machine and try degetting detergent cubes than powder,positive
flipkart delivery is very good fast but lg service is extremely poor,negative
this is good product but the power off issue is very bad due to this we are using it with turbo mode which will wash in 1hour otherwise avoid buying this dishwasher i would give 5 star if this issue is resolved,negative
needless to say ultimate wash quality and hassle free cleaning i am fully satisfied with the product,positive
excellent product and performance,positive
working fine product is worth the money,positive
it is very useful and working in good condition,positive
awesome product n easy to handle loved it,positive
super cleaner of utensils as new but time taken is 35 hrs,positive
good,positive
excellent product,positive
good,positive
working awesome,positive
very good purchase,positive
excellent quality and easy to use,positive
a good buy hope in the corona situation the decision will bring a change in our life style,positive
good product but does not have memory to start from where it left in case power shutdown,positive
excellent,positive
best useful product thank you lg,positive
i am very happy to this dishwasher it is amazing,positive
this product was amazing and delivery was done ,positive
very good,positive
excellent good service installation,positive
my best friend is this lg dishwasher smart and does the job which is commendable,positive
awesome product at wonderful price ,positive
machine operation is almost easy and soundless very good product we are fully satisfied,positive
it is good though very hard stain does not go absence of resume operation whenever power breaks in between is a problem overall a good product worth investing,positive
before time delivery also diswasher is very effective,positive
after doing so much research i finally decided to buy hafele dishwasher i got it just for 23990 and i am very happy with my purchase dishwasher is giving great results all utensils are shining after wash i am impressed with the build quality of dishwasher as well they have given steel drum adjustable racks which is very useful,positive
good,positive
almost 2 months completed so far no issues mine detergent dispenser got broken in 3 weeks i had follow with haffele support they ordered and replaced that spare parts with in a week but charged 600 for labour charge almost 2 months completed so far it is good and mom is happy with the product if power cut it will restart it automatically where its left even this features is missing in 45k lg machine,positive
its good,positive
performance of this dishwasher is awesome no till now,positive
everything is ok 45 starsif the machine has timing digital display super,positive
good product to buy,positive
suitable for four member family technically also good,positive
good dishwasher go for it,positive
its excellent,positive
good,positive
using it for last 2 months amazing option easy to install,positive
it is good,positive
great product works great utensils come sparkling clean,positive
good one,positive
perfect dishwasher,positive
good,positive
excellent producthad purchased just only in 23999great dealperformance is beyond imagination simply awesome hassle free washingglassware steel indian untensils washed so nicely,positive
sms24a does it jobs very well it does not have following functionsvario speed intensive wash 70 and extra dry function i find vario speed intensive wash and extra dry are functions which will be rarely used because they consume more energy and water it will not be efficient to run it daily i find running eco 50 almost always gives good result utensils come out very clean it takes time but gives fantastic results and is very efficient also i find that utensils arrangement is i,positive
delivery and installation experience was quite fabulous detergent is not easily available and powerball are quite costly overall experience is it isnt all that simple of plug and play need to remove food from dishes and arrange them machine cleaning is a 25 hour process and detergent is very costly,positive
i got the delivery from flipkart in 56 days as i had placed a cod order on 2nd june but the installation took a lot of time i had to followup almost daily for 8 days to get it installed on 18th junei have been using it for past 40 days now i am happy with the product performance,positive
amazing dishwasher,positive
we initially hesitated to go with an entry level dishwasher however when we went with bosch sms24aw00i model our perception changed after 3 days usage its does an amazing job and we are really satisfied just go for it,positive
the delivery from flipkart was swift the bosch team came within 3 days to install the machine the bosch team came again to help when we received the stand the dishwasher cleans fabulously well even the greasy kadhais and pots made life easy during the lockdown,positive
amazing good super mind blowing fantastic marvelous,positive
amazing product,positive
cleans nicely with bosch tablets rinse only,positive
happy with machine such a relief,positive
its a very old model with no timer displayinstallation service by bosch is very bad the installation guy would come up with some excuse to charge money from to install the product so be ready to shell out arround 500 for installationfurther even after paying bosch personnel for installation the pipe connected to tap started leaking in two daysin relation to quality of product please do not expect very high quality cleaning the milk and the tea utensils come out dirty everytime,negative
item received intact good packing received the call on same day for installation totally a happy purchase thank you flipkart and thank you bosch,positive
damaged product,negative
thanks for installing well advanced the delivery person the installation person done a good job thanks flipcart,positive
it does the job pretty well although it doesnt have led display intensive kadhai and vario speed,positive
loved the product as well as service,positive
good but not for family of 4 and above,positive
very good product for 30k dish washing is no more a hassle,positive
thanks to bosch and flipkart for making my job easy,positive
excellent,positive
it is noticing properly,positive
v good,positive
wonderful product it is a must have in todays time this one is small in size but fits our kitchen one problem came to us that this has limited space placing full size plate would be a challenge it is also the cheapest available dishwasher but quality is upto the mark used it for 1 week and can say it worked well it saves a lot of human efforts and it cleans better than bai in many cases,positive
superb performance and great value for money product by flipkartmust buy ,positive
great machine very helpfulinstallation personal from the company was very knowledgeable and made us ample demo to use the machine correctly,positive
very good im happy about this dishwasher no issues,positive
super,positive
excellent,positive
excellent product,positive
hated,negative
works perfectly till now used for 45 days or so only wished i had bought the bigger version of 12 or 14 place setting,positive
space not sufficient for larger plates vessels,negative
well handled and with protective mask custome friendly attitude,positive
dish are not clearing properly i took this on may month till not installation not done highly disappointed not worth dont buy its not clearing,positive
indian kadai cleaning job cant be done in this not recomended,negative
waste of time to spend time money its not cleaning,negative
like itnice and clean properly but one thing need to check properly salt and rinse then only good clean will happen,positive
poor quality after only 10 days showing error like e1 calling to custo care for resolve but not responded from midea cc office 25 time calling think 10 time before buying,positive
nice,positive
nice dishwasher and demo detergent kit with machine and surprisingly installation is same day of delivery i am very happy about service now i use only 1 day and vessles come very clean let see how it perfrom next days but really its budge friendly and good quality,positive
doesnt clean properly,negative
i am very happy with purchase and service its a life saviour during the lockdown we have permenantly shifted from maid to dishwasher now completely reliable safe and clean,positive
great service through on kitchen ikon pune ,positive
very nice,positive
it was easy to operate,positive
nice product,positive
simply osm,positive
everything was fine except the service provider,positive
good for use only drawback is we cant wash aluminium utensils in dishwasher,positive
good,positive
benifits experienced1saves water2with long time cycles like auto cleaning is better than hand cleaning it adds a new shine to old steel pots and disheslimitations1 takes long time of 3 hours for good cleaning by auto mode2 turbo mode has short time duration of 1 hour but it doesnt clean properly3 on power cut machine dont resume from where it stopped4 cost of device is more5 detergent rinse aid and salt is not easily available in local marketand its very costly,negative
excellent machine this dishwasher has very good build quality and it wash utensils very shiny and clean this is very useful product and dont go with negative reviews it does its work very well and for connecting dishwasher with water supply you need 34 inch male connector,positive
wait a little more price will come down further to bosch models till date i do not know if steam is at all useful i just hate the white led digital display you have to really adjust your eyes to figure out the actual number displayed it should have been non fancy simple display,negative
waste of water waste of electricity not resume ofter power cut misson starting taking 3 hr time 3 times power cut then mission time comes 3 hr s every power cut time soo dont waste of money,negative
product works very silent and excellent with accuracy,positive
excellent product,positive
its performing very well without any problem satisfied very much in my area theres no power cut usually so those people whos area there is no power shortage can definitely buy this ,positive
great product one of the best from lg line ups,positive
this product is very good and helpful in dish washing,positive
one of the best dishwashers available in the marketgood thing is unlike ifb or bosch you dont have to pay for tabletswater softener etc for it during installation,positive
machine works very good very much satisfied cleaning quality is superb,positive
good product,positive
worth full product,positive
although product was delivered timely but installation was not done even after 7 days neither seller nor samsung customer service was interested for service support very poor services by samsung its suggestion to not buy samsung products,positive
in reviews it was written after power interruption washer resumes washing activity from where it is left before but it restarts the total cycle otherwise cleaning performance is good easy to use,positive
vry good product,positive
happy with the product,positive
good not bad,positive
it is anazingi am usually using this dishwasher twice a day inly one thong you shoukd consider while using this machine is makesure you are placing your utensils correctly and not keeping one item to another at starting you will find some deficulty in placing items but after 34 washing you will understand how should you use it,positive
just oknot to say very much but in pictures it show interesting but after the delivery reality is differentit takes min 3hours to clean all the dishes which is too long,positive
i like it useful product,positive
got the machine delivered and installed precisely as per estimated schedule prompt delivery by flipkart and similarly the installation support by faber was fantastic havent started on actual usage as the unit being installed at our newly constructed house shall post the review on its performance very shortly thank you all ,positive
amazing productexcellent service by flames kottayam given installation demo at right time,positive
awesome product with fast installation,positive
good products but have to select long cycle to clean utensil,positive
after a week we find a huge leakage of water from the base of the machine i raise queries many times but no response waste of money not so good im feeling dissatisfied i buy this to my mom cos she cleans vessels daily alot i need some help,negative
product is working very good i am very much satisfied,positive
